Id_x,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Text_lenght,score_pos_neg,Id_y,ratio_helpful,Time_converted
295215.2909090909,0.8363636363636363,2.418181818181818,3.109090909090909,1315171374.5454545,166.4181818181818,0.4,55,0.3458646616541353,2011-09
306505.23076923075,0.34615384615384615,1.6538461538461537,2.0384615384615383,1338787938.4615386,287.9230769230769,0.34615384615384615,26,0.20930232558139536,2012-06
262626.63636363635,0.36363636363636365,0.5454545454545454,4.818181818181818,1243296000.0,91.27272727272727,0.9090909090909091,11,0.6666666666666667,2009-05
296723.8888888889,0.1111111111111111,0.5555555555555556,3.2222222222222223,1286256000.0,159.66666666666666,0.4444444444444444,18,0.19999999999999998,2010-10
225461.3076923077,2.6153846153846154,2.8461538461538463,4.3076923076923075,1322106092.3076923,149.53846153846155,0.7692307692307693,13,0.9189189189189189,2011-11
294350.2173913043,3.5434782608695654,3.8043478260869565,4.630434782608695,1215020660.8695652,99.76086956521739,0.8913043478260869,46,0.9314285714285715,2008-07
179163.36363636365,0.45454545454545453,0.5454545454545454,4.181818181818182,1331023418.1818182,104.81818181818181,0.7272727272727273,11,0.8333333333333334,2012-03
266484.04225352115,1.2816901408450705,1.408450704225352,4.746478873239437,1230752180.2816901,36.53521126760563,0.9436619718309859,71,0.9100000000000001,2008-12
274466.64285714284,0.7142857142857143,1.1428571428571428,4.0,1286341714.2857144,134.85714285714286,0.6428571428571429,14,0.625,2010-10
299200.14634146343,1.6341463414634145,2.048780487804878,3.3902439024390243,1276901385.3658535,162.14634146341464,0.5365853658536586,41,0.7976190476190476,2010-06
328336.07692307694,1.2307692307692308,1.4615384615384615,5.0,1315845415.3846154,90.0,1.0,13,0.8421052631578948,2011-09
289014.61904761905,2.1904761904761907,3.0476190476190474,4.142857142857143,1266673371.4285715,68.38095238095238,0.7619047619047619,21,0.7187500000000001,2010-02
305867.35294117645,1.0,1.1176470588235294,4.411764705882353,1323256658.8235295,140.1764705882353,0.8823529411764706,17,0.8947368421052632,2011-12
316493.27777777775,1.2777777777777777,1.5,4.222222222222222,1318776000.0,84.16666666666667,0.7222222222222222,18,0.8518518518518517,2011-10
293344.77777777775,2.0555555555555554,2.388888888888889,3.888888888888889,1314528000.0,159.5,0.4444444444444444,18,0.8604651162790697,2011-08
299955.54545454547,1.0,1.1818181818181819,4.7272727272727275,1313657018.1818182,168.36363636363637,0.9090909090909091,11,0.8461538461538461,2011-08
300719.38095238095,0.3333333333333333,0.6190476190476191,4.333333333333333,1242189257.142857,52.714285714285715,0.9047619047619048,21,0.5384615384615384,2009-05
269483.488372093,3.3255813953488373,3.6744186046511627,4.0,1324714939.5348837,190.37209302325581,0.8372093023255814,43,0.9050632911392406,2011-12
293175.2,3.0,7.0,1.0,1303084800.0,23.0,0.0,25,0.42857142857142855,2011-04
278452.92307692306,0.15384615384615385,0.23076923076923078,4.846153846153846,1299542400.0,68.92307692307692,0.9230769230769231,13,0.6666666666666666,2011-03
233309.2142857143,1.0714285714285714,2.142857142857143,3.0,1323290057.142857,34.642857142857146,0.5,14,0.5,2011-12
243425.42307692306,7.769230769230769,8.038461538461538,4.615384615384615,1242455261.5384614,143.8846153846154,0.9230769230769231,26,0.9665071770334929,2009-05
283120.14285714284,1.7857142857142858,2.5714285714285716,3.642857142857143,1320605485.7142856,130.28571428571428,0.6428571428571429,14,0.6944444444444444,2011-11
288218.51515151514,0.12121212121212122,0.6363636363636364,4.545454545454546,1331424000.0,36.06060606060606,0.9696969696969697,33,0.1904761904761905,2012-03
283471.26086956525,0.21739130434782608,0.6086956521739131,3.782608695652174,1296435756.5217392,115.56521739130434,0.6956521739130435,23,0.3571428571428571,2011-01
292334.2,1.45,2.65,3.4,1330140960.0,173.45,0.3,20,0.5471698113207547,2012-02
349033.1818181818,0.2727272727272727,0.36363636363636365,4.090909090909091,1338516654.5454545,174.45454545454547,1.0,11,0.7499999999999999,2012-06
288641.25,1.5833333333333333,2.3333333333333335,4.666666666666667,1270476000.0,44.833333333333336,0.9166666666666666,12,0.6785714285714285,2010-04
268123.9090909091,0.8181818181818182,1.2727272727272727,4.636363636363637,1325894400.0,106.72727272727273,0.9090909090909091,11,0.6428571428571429,2012-01
308392.5714285714,1.8571428571428572,4.285714285714286,4.357142857142857,1274955428.5714285,43.0,0.7857142857142857,14,0.43333333333333335,2010-05
286196.56140350876,3.017543859649123,3.6315789473684212,4.017543859649122,1261405136.8421052,110.57894736842105,0.631578947368421,57,0.8309178743961353,2009-12
235324.0,0.7058823529411765,1.3529411764705883,3.8823529411764706,1310891294.1176472,97.17647058823529,0.6470588235294118,17,0.5217391304347826,2011-07
294671.36363636365,0.45454545454545453,0.7272727272727273,3.5454545454545454,1288546036.3636363,109.81818181818181,0.5454545454545454,11,0.625,2010-10
315301.57446808513,0.3829787234042553,0.46808510638297873,4.531914893617022,1339429787.2340426,139.40425531914894,0.9787234042553191,47,0.8181818181818181,2012-06
260765.33333333334,6.916666666666667,7.666666666666667,2.1666666666666665,1327932000.0,496.9166666666667,0.08333333333333333,12,0.9021739130434783,2012-01
308103.35714285716,0.7142857142857143,0.8571428571428571,4.142857142857143,1314989485.7142856,218.35714285714286,1.0,14,0.8333333333333334,2011-09
316291.54545454547,2.0,5.0,1.0,1297036800.0,38.0,0.0,11,0.4,2011-02
245291.05555555556,0.5,0.9444444444444444,3.5,1303214400.0,160.5,0.3333333333333333,18,0.5294117647058824,2011-04
224374.86666666667,3.8666666666666667,4.4,2.2666666666666666,1260190080.0,141.26666666666668,0.4,15,0.8787878787878787,2009-12
312229.75,1.2916666666666667,1.875,3.875,1303297200.0,59.375,0.7916666666666666,24,0.6888888888888889,2011-04
217326.6,0.5333333333333333,0.7333333333333333,4.0,1265362560.0,72.33333333333333,0.6,15,0.7272727272727273,2010-02
265482.59420289856,1.3623188405797102,1.6666666666666667,4.072463768115942,1308292591.3043478,144.94202898550725,0.7391304347826086,69,0.817391304347826,2011-06
360162.26666666666,5.866666666666666,5.933333333333334,4.8,1312542720.0,106.53333333333333,0.9333333333333333,15,0.9887640449438201,2011-08
291462.10714285716,2.2142857142857144,3.4642857142857144,4.642857142857143,1241854971.4285715,158.64285714285714,1.0,28,0.6391752577319588,2009-05
265276.5263157895,2.8421052631578947,4.0,3.210526315789474,1300920252.631579,124.52631578947368,0.5263157894736842,19,0.7105263157894737,2011-03
337218.125,1.5,1.625,4.6875,1324306800.0,116.25,1.0,16,0.9230769230769231,2011-12
337489.54545454547,0.9090909090909091,1.4545454545454546,5.0,1336121018.1818182,99.45454545454545,1.0,11,0.625,2012-05
297041.625,0.825,0.9,4.775,1230148080.0,42.075,0.95,40,0.9166666666666666,2008-12
328430.4117647059,3.3529411764705883,4.0,3.5294117647058822,1245328941.1764705,79.05882352941177,0.6470588235294118,17,0.8382352941176471,2009-06
260218.52631578947,0.5789473684210527,0.631578947368421,4.7894736842105265,1301124884.2105262,165.68421052631578,0.8947368421052632,19,0.9166666666666667,2011-03
276182.0681818182,1.0,1.5909090909090908,2.8181818181818183,1314456218.1818182,66.27272727272727,0.3409090909090909,44,0.6285714285714286,2011-08
314543.36842105264,0.8947368421052632,1.105263157894737,3.3157894736842106,1322320168.4210527,42.26315789473684,0.15789473684210525,19,0.8095238095238094,2011-11
317628.45454545453,4.818181818181818,6.636363636363637,5.0,1281916800.0,132.72727272727272,1.0,11,0.726027397260274,2010-08
320878.70588235295,0.35294117647058826,0.6470588235294118,4.176470588235294,1282028611.764706,50.1764705882353,0.8235294117647058,17,0.5454545454545454,2010-08
236535.17647058822,0.5882352941176471,0.7058823529411765,3.6470588235294117,1322011482.3529413,239.76470588235293,0.7058823529411765,17,0.8333333333333333,2011-11
300894.76,0.64,0.84,4.84,1300209408.0,49.32,0.96,25,0.761904761904762,2011-03
280442.3043478261,2.8260869565217392,3.5652173913043477,5.0,1287987339.1304348,113.26086956521739,1.0,23,0.7926829268292683,2010-10
258505.76470588235,0.8823529411764706,1.1764705882352942,3.764705882352941,1294053458.8235295,304.2352941176471,0.5882352941176471,17,0.75,2011-01
252756.5,0.6428571428571429,0.7857142857142857,4.5,1307917028.5714285,97.78571428571429,0.9285714285714286,14,0.8181818181818182,2011-06
300338.3409090909,1.0909090909090908,1.3863636363636365,4.295454545454546,1254174545.4545455,89.54545454545455,0.7272727272727273,44,0.7868852459016392,2009-09
234898.63636363635,2.4545454545454546,2.6363636363636362,5.0,1286613818.1818182,38.63636363636363,1.0,11,0.9310344827586208,2010-10
347939.1818181818,2.3636363636363638,2.4545454545454546,4.909090909090909,1314850909.090909,36.18181818181818,1.0,11,0.962962962962963,2011-09
280908.375,0.3125,0.5625,3.0,1322757000.0,114.625,0.5,16,0.5555555555555556,2011-12
307332.84210526315,1.0526315789473684,1.2105263157894737,4.473684210526316,1320837726.3157895,135.26315789473685,0.8421052631578947,19,0.8695652173913043,2011-11
188590.04347826086,1.7391304347826086,1.8695652173913044,4.043478260869565,1300331269.5652175,139.30434782608697,0.7391304347826086,23,0.9302325581395348,2011-03
335461.75,0.65,0.8,4.3,1249715520.0,40.65,1.0,20,0.8125,2009-08
248921.0909090909,0.09090909090909091,0.18181818181818182,5.0,1343001600.0,79.54545454545455,1.0,11,0.5,2012-07
228846.95238095237,0.5714285714285714,1.5238095238095237,4.095238095238095,1245600000.0,25.952380952380953,0.7619047619047619,21,0.375,2009-06
239903.26666666666,0.6666666666666666,2.2,4.866666666666666,1326689280.0,34.1,1.0,30,0.303030303030303,2012-01
290129.0,0.5,1.0714285714285714,4.214285714285714,1317883885.7142856,130.85714285714286,0.9285714285714286,14,0.4666666666666667,2011-10
306870.9090909091,1.1818181818181819,2.5454545454545454,3.272727272727273,1287964800.0,40.09090909090909,0.18181818181818182,11,0.4642857142857143,2010-10
240571.77777777778,0.6666666666666666,0.7777777777777778,3.4444444444444446,1325908800.0,86.0,0.5555555555555556,18,0.8571428571428571,2012-01
214217.0,2.090909090909091,2.272727272727273,4.181818181818182,1318621090.909091,85.81818181818181,0.9090909090909091,11,0.9199999999999999,2011-10
249730.58139534883,1.3488372093023255,1.5348837209302326,4.744186046511628,1311503776.7441862,104.83720930232558,0.9069767441860465,43,0.8787878787878787,2011-07
298437.0,1.0,3.0,1.0,1339200000.0,97.0,0.0,14,0.3333333333333333,2012-06
321476.04,0.6133333333333333,1.3866666666666667,3.7466666666666666,1322121600.0,39.93333333333333,0.6,75,0.44230769230769224,2011-11
260906.9393939394,1.0303030303030303,1.121212121212121,4.848484848484849,1260740945.4545455,48.78787878787879,0.9393939393939394,33,0.918918918918919,2009-12
304494.3333333333,1.0,1.9523809523809523,5.0,1255844571.4285715,15.571428571428571,1.0,21,0.5121951219512195,2009-10
328921.28571428574,1.5714285714285714,3.5357142857142856,1.8928571428571428,1315069714.2857144,107.71428571428571,0.17857142857142858,28,0.4444444444444445,2011-09
277070.2727272727,0.6363636363636364,2.0,2.8181818181818183,1320459054.5454545,70.54545454545455,0.2727272727272727,11,0.3181818181818182,2011-11
343660.2,3.2,3.4,4.2,1276992000.0,67.86666666666666,0.8666666666666667,15,0.9411764705882354,2010-06
277018.0588235294,1.9411764705882353,2.3529411764705883,3.9411764705882355,1165134494.1176472,192.35294117647058,0.8823529411764706,17,0.825,2006-12
318427.5333333333,7.133333333333334,9.133333333333333,5.0,1302860160.0,174.4,1.0,15,0.781021897810219,2011-04
