Time_converted_ym,Id,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Text_lenght,score_pos_neg,Helpfulness_ratio
1999-10,150512.5,1.0,1.0,5.0,940075200.0,81.5,1.0,1.0
1999-12,377094.5,0.75,1.5,5.0,944352000.0,35.75,1.0,0.5
2000-01,330241.5,7.875,9.375,3.5,947797200.0,51.0,0.625,0.84
2000-02,352267.6666666667,2.0,3.0,4.0,951523200.0,244.0,1.0,0.6666666666666666
2000-06,211823.6,3.4,4.8,5.0,960785280.0,42.6,1.0,0.7083333333333334
2000-07,131217.0,7.0,8.0,5.0,965001600.0,98.0,1.0,0.875
2000-08,271255.0,8.0,8.4,5.0,966090240.0,91.8,1.0,0.9523809523809523
2000-10,352225.6666666667,5.0,5.0,5.0,970531200.0,306.0,1.0,1.0
2000-12,323268.71428571426,3.0,3.857142857142857,5.0,977418514.2857143,123.28571428571429,1.0,0.7777777777777778
2001-02,149790.0,25.0,27.0,5.0,982800000.0,116.0,1.0,0.9259259259259259
2001-05,149845.0,8.0,58.0,3.0,990921600.0,39.0,0.0,0.13793103448275862
2001-06,451923.0,1.0,12.0,2.0,992217600.0,41.0,0.0,0.08333333333333333
2001-08,352154.6666666667,21.0,23.0,1.0,997228800.0,143.0,0.0,0.9130434782608695
2001-09,352266.6666666667,2.0,3.0,5.0,1001289600.0,106.0,1.0,0.6666666666666666
2001-10,251462.66666666666,3.6666666666666665,4.0,4.333333333333333,1003968000.0,73.0,1.0,0.9166666666666666
2001-12,150500.0,2.0,2.0,5.0,1009324800.0,109.0,1.0,1.0
2002-01,266718.3333333333,5.0,7.0,5.0,1010275200.0,104.0,1.0,0.7142857142857143
2002-02,352175.93333333335,0.4,0.6,4.4,1013610240.0,102.8,1.0,0.6666666666666667
2002-03,352191.5,1.0,1.0,5.0,1015632000.0,118.0,1.0,1.0
2002-04,150509.0,3.0,4.0,5.0,1018396800.0,84.0,1.0,0.75
2002-05,479726.5,23.0,23.0,5.0,1021161600.0,104.0,1.0,1.0
2002-06,323706.0,8.666666666666666,9.666666666666666,4.666666666666667,1023696000.0,115.33333333333333,1.0,0.896551724137931
2002-07,301740.25,0.25,0.5,5.0,1025611200.0,113.5,1.0,0.5
2002-08,479728.0,21.0,23.0,5.0,1029196800.0,130.0,1.0,0.9130434782608695
2002-09,479724.0,41.0,43.0,5.0,1032220800.0,124.0,1.0,0.9534883720930233
2002-10,301617.75,18.0,18.25,5.0,1035892800.0,143.5,1.0,0.9863013698630136
2002-11,270963.14285714284,16.095238095238095,17.571428571428573,5.0,1036972800.0,185.28571428571428,1.0,0.9159891598915988
2002-12,280452.5,38.333333333333336,47.5,3.5,1040990400.0,152.0,0.5,0.8070175438596492
2003-01,384059.5,6.5,7.25,5.0,1042221600.0,120.75,1.0,0.896551724137931
2003-02,266711.3333333333,12.0,12.0,5.0,1046044800.0,175.0,1.0,1.0
2003-05,370403.14285714284,1.1428571428571428,14.857142857142858,3.142857142857143,1052660571.4285715,39.142857142857146,0.5714285714285714,0.07692307692307691
2003-06,323435.0,3.0,4.285714285714286,2.5714285714285716,1055598171.4285715,92.71428571428571,0.42857142857142855,0.7000000000000001
2003-07,500516.5,1.5,5.0,4.0,1057708800.0,70.0,0.5,0.3
2003-09,419994.0,46.0,59.0,2.0,1064361600.0,544.0,0.0,0.7796610169491526
2003-10,257174.18181818182,7.045454545454546,7.409090909090909,4.2727272727272725,1066843636.3636364,110.22727272727273,0.8181818181818182,0.9509202453987731
2003-11,277760.0,12.358490566037736,13.320754716981131,4.509433962264151,1068766369.8113208,92.18867924528301,0.9245283018867925,0.9277620396600567
2003-12,290379.90625,8.1875,9.5625,4.6875,1071732600.0,85.0625,0.9375,0.8562091503267973
2004-01,306591.02173913043,9.804347826086957,10.673913043478262,4.673913043478261,1074273182.6086957,113.54347826086956,0.9565217391304348,0.9185336048879836
2004-02,245918.06666666668,5.066666666666666,7.6,4.666666666666667,1076618880.0,69.6,0.9333333333333333,0.6666666666666666
2004-03,286713.9411764706,6.294117647058823,7.117647058823529,4.764705882352941,1079329129.4117646,105.52941176470588,1.0,0.8842975206611571
2004-04,248136.90697674418,6.674418604651163,7.906976744186046,4.72093023255814,1082047479.0697675,103.55813953488372,0.9534883720930233,0.8441176470588236
2004-05,300913.36842105264,3.3684210526315788,6.140350877192983,3.0701754385964914,1084677726.3157895,108.54385964912281,0.5087719298245614,0.5485714285714285
2004-06,303890.4324324324,6.1891891891891895,7.243243243243243,4.405405405405405,1087404713.5135136,100.67567567567568,0.8378378378378378,0.8544776119402986
2004-07,244210.02564102566,9.551282051282051,11.243589743589743,4.269230769230769,1090362461.5384614,131.71794871794873,0.8461538461538461,0.8494868871151654
2004-08,293872.8181818182,4.545454545454546,5.0,4.927272727272728,1092600261.8181818,91.76363636363637,1.0,0.9090909090909092
2004-09,278131.0294117647,7.323529411764706,8.617647058823529,4.5,1095130164.7058823,86.47058823529412,0.8823529411764706,0.8498293515358362
2004-10,285255.9743589744,7.743589743589744,9.64102564102564,4.666666666666667,1097663261.5384614,139.25641025641025,0.9487179487179487,0.8031914893617021
2004-11,297809.49019607843,4.549019607843137,6.529411764705882,4.509803921568627,1100651294.1176472,107.37254901960785,0.9215686274509803,0.6966966966966966
2004-12,339014.68292682926,6.682926829268292,8.5,4.402439024390244,1103227902.4390244,107.26829268292683,0.8414634146341463,0.7862266857962696
2005-01,282687.16049382713,6.8765432098765435,8.333333333333334,4.716049382716049,1105625600.0,109.66666666666667,0.9259259259259259,0.8251851851851851
2005-02,268727.0470588235,5.847058823529411,6.894117647058824,4.447058823529412,1108395105.8823528,109.6,0.8823529411764706,0.8481228668941978
2005-03,288252.24590163934,4.60655737704918,6.278688524590164,4.524590163934426,1110790977.0491803,121.19672131147541,0.8852459016393442,0.7336814621409921
2005-04,280106.72580645164,10.774193548387096,12.03225806451613,4.564516129032258,1113406141.935484,124.16129032258064,0.8870967741935484,0.8954423592493297
2005-05,281104.5961538461,8.0,9.057692307692308,4.423076923076923,1116283015.3846154,101.42307692307692,0.8461538461538461,0.8832271762208067
2005-06,289976.96428571426,5.5,6.339285714285714,4.339285714285714,1118850685.7142856,78.35714285714286,0.8214285714285714,0.8676056338028169
2005-07,287741.3245614035,5.324561403508772,6.0964912280701755,4.552631578947368,1121394694.7368422,90.58771929824562,0.8859649122807017,0.8733812949640288
2005-08,281877.60869565216,5.173913043478261,6.478260869565218,4.565217391304348,1124276619.1304348,89.72173913043478,0.9130434782608695,0.7986577181208053
